令和5年３月分（４月納付分）からの健康保険・厚生年金保険の保険料額表,,,,,,,,,,
,,,,,,,,,,
18（15）,"220,000","210,000",～,"230,000","22,000.0","11,000.0","26,004.0","13,002.0","40,260.00","20,130.00"
19（16）,"240,000","230,000",～,"250,000","24,000.0","12,000.0","28,368.0","14,184.0","43,920.00","21,960.00"
20（17）,"260,000","250,000",～,"270,000","26,000.0","13,000.0","30,732.0","15,366.0","47,580.00","23,790.00"
21（18）,"280,000","270,000",～,"290,000","28,000.0","14,000.0","33,096.0","16,548.0","51,240.00","25,620.00"
22（19）,"300,000","290,000",～,"310,000","30,000.0","15,000.0","35,460.0","17,730.0","54,900.00","27,450.00"
23（20）,"320,000","310,000",～,"330,000","32,000.0","16,000.0","37,824.0","18,912.0","58,560.00","29,280.00"
24（21）,"340,000","330,000",～,"350,000","34,000.0","17,000.0","40,188.0","20,094.0","62,220.00","31,110.00"
25（22）,"360,000","350,000",～,"370,000","36,000.0","18,000.0","42,552.0","21,276.0","65,880.00","32,940.00"
26（23）,"380,000","370,000",～,"395,000","38,000.0","19,000.0","44,916.0","22,458.0","69,540.00","34,770.00"
27（24）,"410,000","395,000",～,"425,000","41,000.0","20,500.0","48,462.0","24,231.0","75,030.00","37,515.00"
28（25）,"440,000","425,000",～,"455,000","44,000.0","22,000.0","52,008.0","26,004.0","80,520.00","40,260.00"
29（26）,"470,000","455,000",～,"485,000","47,000.0","23,500.0","55,554.0","27,777.0","86,010.00","43,005.00"
30（27）,"500,000","485,000",～,"515,000","50,000.0","25,000.0","59,100.0","29,550.0","91,500.00","45,750.00"
31（28）,"530,000","515,000",～,"545,000","53,000.0","26,500.0","62,646.0","31,323.0","96,990.00","48,495.00"
32（29）,"560,000","545,000",～,"575,000","56,000.0","28,000.0","66,192.0","33,096.0","102,480.00","51,240.00"
33（30）,"590,000","575,000",～,"605,000","59,000.0","29,500.0","69,738.0","34,869.0","107,970.00","53,985.00"
34（31）,"620,000","605,000",～,"635,000","62,000.0","31,000.0","73,284.0","36,642.0","113,460.00","56,730.00"
35（32）,"650,000","635,000",～,"665,000","65,000.0","32,500.0","76,830.0","38,415.0","118,950.00","59,475.00"
36,"680,000","665,000",～,"695,000","68,000.0","34,000.0","80,376.0","40,188.0",,
37,"710,000","695,000",～,"730,000","71,000.0","35,500.0","83,922.0","41,961.0",※厚生年金基金に加入している方の,
38,"750,000","730,000",～,"770,000","75,000.0","37,500.0","88,650.0","44,325.0",　 厚生年金保険料率は、基金ごとに,
39,"790,000","770,000",～,"810,000","79,000.0","39,500.0","93,378.0","46,689.0",　 定められている免除保険料率,
40,"830,000","810,000",～,"855,000","83,000.0","41,500.0","98,106.0","49,053.0",   （2.4％～5.0％）を控除した率となり,
41,"880,000","855,000",～,"905,000","88,000.0","44,000.0","104,016.0","52,008.0",   ます。,
42,"930,000","905,000",～,"955,000","93,000.0","46,500.0","109,926.0","54,963.0",,
43,"980,000","955,000",～,"1,005,000","98,000.0","49,000.0","115,836.0","57,918.0",　 加入する基金ごとに異なりますの,
44,"1,030,000","1,005,000",～,"1,055,000","103,000.0","51,500.0","121,746.0","60,873.0",　 で、免除保険料率および厚生年金,
45,"1,090,000","1,055,000",～,"1,115,000","109,000.0","54,500.0","128,838.0","64,419.0",　 基金の掛金については、加入する,
46,"1,150,000","1,115,000",～,"1,175,000","115,000.0","57,500.0","135,930.0","67,965.0",　 厚生年金基金にお問い合わせ,
47,"1,210,000","1,175,000",～,"1,235,000","121,000.0","60,500.0","143,022.0","71,511.0",　 ください。,
48,"1,270,000","1,235,000",～,"1,295,000","127,000.0","63,500.0","150,114.0","75,057.0",,
49,"1,330,000","1,295,000",～,"1,355,000","133,000.0","66,500.0","157,206.0","78,603.0",,
50,"1,390,000","1,355,000",～,,"139,000.0","69,500.0","164,298.0","82,149.0",,
,,,,,,,,,,
◆介護保険第２号被保険者は、40歳から64歳までの方であり、健康保険料率（10.00%）に介護保険料率（1.82%）が加わります。,,,,,,,,,,
◆等級欄の（　）内の数字は、厚生年金保険の標準報酬月額等級です。,,,,,,,,,,
"　4（1）等級の「報酬月額」欄は、厚生年金保険の場合「93,000円未満」と読み替えてください。",,,,,,,,,,
"　35（32）等級の「報酬月額」欄は、厚生年金保険の場合「635,000円以上」と読み替えてください。",,,,,,,,,,
"◆令和5年度における全国健康保険協会の任意継続被保険者について、標準報酬月額の上限は、300,000円です。",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
  ○被保険者負担分（表の折半額の欄）に円未満の端数がある場合,,,,,,,,,,
　  ①事業主が、給与から被保険者負担分を控除する場合、被保険者負担分の端数が50銭以下の場合は切り捨て、50銭を超える場合は切り上げて1円となります。,,,,,,,,,,
　  ②被保険者が、被保険者負担分を事業主へ現金で支払う場合、被保険者負担分の端数が50銭未満の場合は切り捨て、50銭以上の場合は切り上げて1円となります。,,,,,,,,,,
　  （注）①、②にかかわらず、事業主と被保険者間で特約がある場合には、特約に基づき端数処理をすることができます。,,,,,,,,,,
,,,,,,,,,,
  ○納入告知書の保険料額,,,,,,,,,,
  　納入告知書の保険料額は、被保険者個々の保険料額を合算した金額になります。ただし、合算した金額に円未満の端数がある場合は、その端数を切り捨てた額となります。,,,,,,,,,,
,,,,,,,,,,
  ○賞与にかかる保険料額,,,,,,,,,,
"  　賞与に係る保険料額は、賞与額から1,000円未満の端数を切り捨てた額（標準賞与額)に、保険料率を乗じた額となります。",,,,,,,,,,
  　また、標準賞与額の上限は、健康保険は年間573万円（毎年4月1日から翌年3月31日までの累計額。）となり、厚生年金保険と子ども・子育て拠出金の場合は,,,,,,,,,,
　　月間150万円となります。　,,,,,,,,,,
,,,,,,,,,,
　○子ども・子育て拠出金,,,,,,,,,,
　　事業主の方は、児童手当の支給に要する費用等の一部として、子ども・子育て拠出金を負担いただくことになります。（被保険者の負担はありません。）,,,,,,,,,,
　　この子ども・子育て拠出金の額は、被保険者個々の厚生年金保険の標準報酬月額および標準賞与額に、拠出金率（0.36％）を乗じて得た額の総額となります。,,,,,,,,,,
,,,,,,,,,,
