令和４年３月分（４月納付分）からの健康保険・厚生年金保険の保険料額表,,,,,,,,,,
,,,,,,,,,,
22（19）,"300,000","290,000",～,"310,000","29,430.0","14,715.0","34,350.0","17,175.0","54,900.00","27,450.00"
23（20）,"320,000","310,000",～,"330,000","31,392.0","15,696.0","36,640.0","18,320.0","58,560.00","29,280.00"
24（21）,"340,000","330,000",～,"350,000","33,354.0","16,677.0","38,930.0","19,465.0","62,220.00","31,110.00"
25（22）,"360,000","350,000",～,"370,000","35,316.0","17,658.0","41,220.0","20,610.0","65,880.00","32,940.00"
26（23）,"380,000","370,000",～,"395,000","37,278.0","18,639.0","43,510.0","21,755.0","69,540.00","34,770.00"
27（24）,"410,000","395,000",～,"425,000","40,221.0","20,110.5","46,945.0","23,472.5","75,030.00","37,515.00"
28（25）,"440,000","425,000",～,"455,000","43,164.0","21,582.0","50,380.0","25,190.0","80,520.00","40,260.00"
29（26）,"470,000","455,000",～,"485,000","46,107.0","23,053.5","53,815.0","26,907.5","86,010.00","43,005.00"
30（27）,"500,000","485,000",～,"515,000","49,050.0","24,525.0","57,250.0","28,625.0","91,500.00","45,750.00"
31（28）,"530,000","515,000",～,"545,000","51,993.0","25,996.5","60,685.0","30,342.5","96,990.00","48,495.00"
32（29）,"560,000","545,000",～,"575,000","54,936.0","27,468.0","64,120.0","32,060.0","102,480.00","51,240.00"
33（30）,"590,000","575,000",～,"605,000","57,879.0","28,939.5","67,555.0","33,777.5","107,970.00","53,985.00"
34（31）,"620,000","605,000",～,"635,000","60,822.0","30,411.0","70,990.0","35,495.0","113,460.00","56,730.00"
35（32）,"650,000","635,000",～,"665,000","63,765.0","31,882.5","74,425.0","37,212.5","118,950.00","59,475.00"
36,"680,000","665,000",～,"695,000","66,708.0","33,354.0","77,860.0","38,930.0",,
37,"710,000","695,000",～,"730,000","69,651.0","34,825.5","81,295.0","40,647.5",※厚生年金基金に加入している方の,
38,"750,000","730,000",～,"770,000","73,575.0","36,787.5","85,875.0","42,937.5",　 厚生年金保険料率は、基金ごとに,
39,"790,000","770,000",～,"810,000","77,499.0","38,749.5","90,455.0","45,227.5",　 定められている免除保険料率,
40,"830,000","810,000",～,"855,000","81,423.0","40,711.5","95,035.0","47,517.5",   （2.4％～5.0％）を控除した率となり,
41,"880,000","855,000",～,"905,000","86,328.0","43,164.0","100,760.0","50,380.0",   ます。,
42,"930,000","905,000",～,"955,000","91,233.0","45,616.5","106,485.0","53,242.5",,
43,"980,000","955,000",～,"1,005,000","96,138.0","48,069.0","112,210.0","56,105.0",　 加入する基金ごとに異なりますの,
44,"1,030,000","1,005,000",～,"1,055,000","101,043.0","50,521.5","117,935.0","58,967.5",　 で、免除保険料率および厚生年金,
45,"1,090,000","1,055,000",～,"1,115,000","106,929.0","53,464.5","124,805.0","62,402.5",　 基金の掛金については、加入する,
46,"1,150,000","1,115,000",～,"1,175,000","112,815.0","56,407.5","131,675.0","65,837.5",　 厚生年金基金にお問い合わせ,
47,"1,210,000","1,175,000",～,"1,235,000","118,701.0","59,350.5","138,545.0","69,272.5",　 ください。,
48,"1,270,000","1,235,000",～,"1,295,000","124,587.0","62,293.5","145,415.0","72,707.5",,
49,"1,330,000","1,295,000",～,"1,355,000","130,473.0","65,236.5","152,285.0","76,142.5",,
50,"1,390,000","1,355,000",～,,"136,359.0","68,179.5","159,155.0","79,577.5",,
,,,,,,,,,,
◆介護保険第２号被保険者は、40歳から64歳までの方であり、健康保険料率（9.81%）に介護保険料率（1.64%）が加わります。,,,,,,,,,,
◆等級欄の（　）内の数字は、厚生年金保険の標準報酬月額等級です。,,,,,,,,,,
"　4（1）等級の「報酬月額」欄は、厚生年金保険の場合「93,000円未満」と読み替えてください。",,,,,,,,,,
"　35（32）等級の「報酬月額」欄は、厚生年金保険の場合「635,000円以上」と読み替えてください。",,,,,,,,,,
"◆令和４年度における全国健康保険協会の任意継続被保険者について、標準報酬月額の上限は、300,000円です。",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
  ○被保険者負担分（表の折半額の欄）に円未満の端数がある場合,,,,,,,,,,
　  ①事業主が、給与から被保険者負担分を控除する場合、被保険者負担分の端数が50銭以下の場合は切り捨て、50銭を超える場合は切り上げて1円となります。,,,,,,,,,,
　  ②被保険者が、被保険者負担分を事業主へ現金で支払う場合、被保険者負担分の端数が50銭未満の場合は切り捨て、50銭以上の場合は切り上げて1円となります。,,,,,,,,,,
　  （注）①、②にかかわらず、事業主と被保険者間で特約がある場合には、特約に基づき端数処理をすることができます。,,,,,,,,,,
,,,,,,,,,,
  ○納入告知書の保険料額,,,,,,,,,,
  　納入告知書の保険料額は、被保険者個々の保険料額を合算した金額になります。ただし、合算した金額に円未満の端数がある場合は、その端数を切り捨てた額となります。,,,,,,,,,,
,,,,,,,,,,
  ○賞与にかかる保険料額,,,,,,,,,,
"  　賞与に係る保険料額は、賞与額から1,000円未満の端数を切り捨てた額（標準賞与額)に、保険料率を乗じた額となります。",,,,,,,,,,
  　また、標準賞与額の上限は、健康保険は年間573万円（毎年4月1日から翌年3月31日までの累計額。）となり、厚生年金保険と子ども・子育て拠出金の場合は,,,,,,,,,,
　　月間150万円となります。　,,,,,,,,,,
,,,,,,,,,,
　○子ども・子育て拠出金,,,,,,,,,,
　　事業主の方は、児童手当の支給に要する費用等の一部として、子ども・子育て拠出金を負担いただくことになります。（被保険者の負担はありません。）,,,,,,,,,,
　　この子ども・子育て拠出金の額は、被保険者個々の厚生年金保険の標準報酬月額および標準賞与額に、拠出金率（0.36％）を乗じて得た額の総額となります。,,,,,,,,,,
,,,,,,,,,,
